 time T1_ox_met uel1_tot uel1_sp eh1_sp_ave uel1_mag eh1_mag_ave T2_ox_met uel2_tot uel2_sp eh2_sp_ave uel2_mag eh2_mag_ave T3_ox_met uel3_tot uel3_sp eh3_sp_ave uel3_mag eh3_mag_ave T4_ox_met uel4_tot uel4_sp eh4_sp_ave uel4_mag eh4_mag_ave T5_ox_met uel5_tot uel5_sp eh5_sp_ave uel5_mag eh5_mag_ave T6_ox_met uel6_tot uel6_sp eh6_sp_ave uel6_mag eh6_mag_ave T7_ox_met uel7_tot uel7_sp eh7_sp_ave uel7_mag eh7_mag_ave T8_ox_met uel8_tot uel8_sp eh8_sp_ave uel8_mag eh8_mag_ave T9_ox_met uel9_tot uel9_sp eh9_sp_ave uel9_mag eh9_mag_ave T10_ox_met uel10_tot uel10_sp eh10_sp_ave uel10_mag eh10_mag_ave
  1.18333E+02 5.70338E+01  3.32798E+01  2.29183E+01 -2.39494E+00  1.03616E+01 -1.63931E+00  5.70338E+01  2.90501E+01  2.38927E+01 -2.39445E+00  5.15733E+00 -1.63729E+00  5.70338E+01  2.93665E+01  2.75234E+01 -2.39478E+00  1.84310E+00 -1.63711E+00  5.70338E+01  3.50045E+01  3.21599E+01 -2.39592E+00  2.84465E+00 -1.63928E+00  5.70338E+01  3.86206E+01  3.59731E+01 -2.39671E+00  2.64743E+00 -1.64060E+00  5.70338E+01  4.20574E+01  3.96551E+01 -2.39747E+00  2.40229E+00 -1.64184E+00  5.70338E+01  4.52553E+01  4.30332E+01 -2.39817E+00  2.22201E+00 -1.64300E+00  5.70338E+01  4.82147E+01  4.61734E+01 -2.39881E+00  2.04132E+00 -1.64406E+00  5.70338E+01  5.12830E+01  4.93043E+01 -2.39948E+00  1.97874E+00 -1.64518E+00  5.70338E+01  4.48553E+01  4.33154E+01 -2.36397E+00  1.53991E+00 -1.63051E+00
  1.20000E+02 4.42203E+01  3.56225E+01  2.44114E+01 -2.47173E+00  1.12110E+01 -1.70519E+00  4.42203E+01  3.10304E+01  2.54497E+01 -2.47123E+00  5.58067E+00 -1.70317E+00  4.42203E+01  3.13112E+01  2.93168E+01 -2.47157E+00  1.99441E+00 -1.70299E+00  4.42203E+01  3.73321E+01  3.42543E+01 -2.47270E+00  3.07786E+00 -1.70516E+00  4.42203E+01  4.11794E+01  3.83151E+01 -2.47349E+00  2.86429E+00 -1.70647E+00  4.42203E+01  4.48348E+01  4.22359E+01 -2.47425E+00  2.59893E+00 -1.70771E+00  4.42203E+01  4.82368E+01  4.58331E+01 -2.47495E+00  2.40376E+00 -1.70887E+00  4.42203E+01  5.13848E+01  4.91767E+01 -2.47560E+00  2.20817E+00 -1.70994E+00  4.42203E+01  5.46507E+01  5.25104E+01 -2.47626E+00  2.14037E+00 -1.71106E+00  4.42203E+01  4.78418E+01  4.61750E+01 -2.44076E+00  1.66685E+00 -1.69638E+00
  1.21667E+02 2.50000E+01  3.92312E+01  2.66972E+01 -2.58486E+00  1.25339E+01 -1.80299E+00  2.50000E+01  3.40732E+01  2.78332E+01 -2.58437E+00  6.23999E+00 -1.80097E+00  2.50000E+01  3.42921E+01  3.20621E+01 -2.58470E+00  2.23006E+00 -1.80079E+00  2.50000E+01  4.09015E+01  3.74604E+01 -2.58583E+00  3.44106E+00 -1.80296E+00  2.50000E+01  4.51022E+01  4.19002E+01 -2.58663E+00  3.20202E+00 -1.80427E+00  2.50000E+01  4.90917E+01  4.61866E+01 -2.58739E+00  2.90513E+00 -1.80551E+00  2.50000E+01  5.28058E+01  5.01190E+01 -2.58809E+00  2.68677E+00 -1.80667E+00  2.50000E+01  5.62420E+01  5.37740E+01 -2.58873E+00  2.46799E+00 -1.80774E+00  2.50000E+01  5.98101E+01  5.74181E+01 -2.58939E+00  2.39205E+00 -1.80886E+00  2.50000E+01  5.24193E+01  5.05548E+01 -2.55389E+00  1.86459E+00 -1.79418E+00
 time T1_ox_met uel1_tot uel1_sp eh1_sp_ave uel1_mag eh1_mag_ave T2_ox_met uel2_tot uel2_sp eh2_sp_ave uel2_mag eh2_mag_ave T3_ox_met uel3_tot uel3_sp eh3_sp_ave uel3_mag eh3_mag_ave T4_ox_met uel4_tot uel4_sp eh4_sp_ave uel4_mag eh4_mag_ave T5_ox_met uel5_tot uel5_sp eh5_sp_ave uel5_mag eh5_mag_ave T6_ox_met uel6_tot uel6_sp eh6_sp_ave uel6_mag eh6_mag_ave T7_ox_met uel7_tot uel7_sp eh7_sp_ave uel7_mag eh7_mag_ave T8_ox_met uel8_tot uel8_sp eh8_sp_ave uel8_mag eh8_mag_ave T9_ox_met uel9_tot uel9_sp eh9_sp_ave uel9_mag eh9_mag_ave T10_ox_met uel10_tot uel10_sp eh10_sp_ave uel10_mag eh10_mag_ave
  0.00000E+00 5.86176E+02  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  5.85998E+02  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  5.85935E+02  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  5.86051E+02  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  5.86109E+02  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  5.86162E+02  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  5.86212E+02  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  5.86259E+02  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  5.86309E+02  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  5.77033E+02  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  1.66667E+00 5.71417E+02  1.25737E-02  1.02422E-02 -5.06292E-02  2.33154E-03 -2.45907E-02  5.71261E+02  1.17386E-02  1.06208E-02 -5.04836E-02  1.11786E-03 -2.41051E-02  5.71206E+02  1.26280E-02  1.22337E-02 -5.04886E-02  3.94250E-04 -2.39436E-02  5.71308E+02  1.50096E-02  1.43858E-02 -5.06735E-02  6.23832E-04 -2.42758E-02  5.71358E+02  1.67429E-02  1.61552E-02 -5.07905E-02  5.87695E-04 -2.44436E-02  5.71405E+02  1.84146E-02  1.78753E-02 -5.09014E-02  5.39300E-04 -2.45999E-02  5.71449E+02  1.99695E-02  1.94654E-02 -5.10046E-02  5.04126E-04 -2.47476E-02  5.71489E+02  2.14202E-02  2.09526E-02 -5.10999E-02  4.67619E-04 -2.48834E-02  5.71533E+02  2.29057E-02  2.24476E-02 -5.11987E-02  4.58040E-04 -2.50306E-02  5.63033E+02  1.56401E-02  1.56367E-02 -4.43873E-02  3.46603E-06 -2.42100E-03
  3.33333E+00 5.56658E+02  3.56287E-02  3.50672E-02 -9.36817E-02  5.61526E-04 -1.20680E-02  5.56525E+02  3.66049E-02  3.63651E-02 -9.34146E-02  2.39753E-04 -1.11634E-02  5.56478E+02  4.19796E-02  4.18982E-02 -9.34355E-02  8.14171E-05 -1.08808E-02  5.56565E+02  4.94259E-02  4.92852E-02 -9.37935E-02  1.40697E-04 -1.15287E-02  5.56608E+02  5.55007E-02  5.53622E-02 -9.40227E-02  1.38450E-04 -1.18642E-02  5.56648E+02  6.14049E-02  6.12727E-02 -9.42403E-02  1.32145E-04 -1.21771E-02  5.56685E+02  6.68671E-02  6.67391E-02 -9.44425E-02  1.28047E-04 -1.24723E-02  5.56720E+02  7.19764E-02  7.18537E-02 -9.46293E-02  1.22653E-04 -1.27439E-02  5.56757E+02  7.71217E-02  7.69975E-02 -9.48227E-02  1.24252E-04 -1.30368E-02  5.49034E+02  5.38263E-02  5.33635E-02 -8.19990E-02  4.62813E-04  2.79757E-02
  5.00000E+00 5.41899E+02  7.08788E-02  6.69627E-02 -1.29456E-01  3.91606E-03  3.18694E-02  5.41789E+02  7.15570E-02  6.94556E-02 -1.29100E-01  2.10140E-03  3.30498E-02  5.41750E+02  8.08198E-02  8.00545E-02 -1.29154E-01  7.65346E-04  3.33605E-02  5.41822E+02  9.53155E-02  9.42027E-02 -1.29672E-01  1.11283E-03  3.24231E-02  5.41857E+02  1.06854E-01  1.05852E-01 -1.30010E-01  1.00177E-03  3.19134E-02  5.41890E+02  1.18069E-01  1.17189E-01 -1.30331E-01  8.80677E-04  3.14359E-02  5.41922E+02  1.28470E-01  1.27679E-01 -1.30628E-01  7.90379E-04  3.09871E-02  5.41950E+02  1.38206E-01  1.37500E-01 -1.30904E-01  7.05946E-04  3.05738E-02  5.41982E+02  1.48044E-01  1.47380E-01 -1.31188E-01  6.63798E-04  3.01326E-02  5.35034E+02  1.05972E-01  1.02877E-01 -1.13853E-01  3.09509E-03  7.23462E-02
  6.66667E+00 5.27140E+02  1.27275E-01  1.01413E-01 -1.59313E-01  2.58624E-02  8.18998E-02  5.27052E+02  1.18555E-01  1.05213E-01 -1.58894E-01  1.33419E-02  8.32767E-02  5.27021E+02  1.26121E-01  1.21318E-01 -1.58993E-01  4.80243E-03  8.35669E-02  5.27079E+02  1.49990E-01  1.42810E-01 -1.59659E-01  7.18006E-03  8.23576E-02  5.27107E+02  1.67083E-01  1.60522E-01 -1.60101E-01  6.56104E-03  8.16725E-02  5.27133E+02  1.83621E-01  1.77770E-01 -1.60521E-01  5.85115E-03  8.10285E-02  5.27158E+02  1.99062E-01  1.93738E-01 -1.60911E-01  5.32423E-03  8.04251E-02  5.27181E+02  2.13512E-01  2.08694E-01 -1.61271E-01  4.81757E-03  7.98689E-02  5.27206E+02  2.28343E-01  2.23748E-01 -1.61642E-01  4.59504E-03  7.92800E-02  5.21035E+02  1.65195E-01  1.56751E-01 -1.40537E-01  8.44427E-03  1.19498E-01
  8.33333E+00 5.12381E+02  2.04700E-01  1.34428E-01 -1.83421E-01  7.02720E-02  1.35002E-01  5.12316E+02  1.75372E-01  1.39494E-01 -1.82957E-01  3.58787E-02  1.36563E-01  5.12293E+02  1.73785E-01  1.60910E-01 -1.83107E-01  1.28751E-02  1.36829E-01  5.12336E+02  2.08885E-01  1.89490E-01 -1.83911E-01  1.93949E-02  1.35358E-01  5.12357E+02  2.30859E-01  2.13064E-01 -1.84451E-01  1.77944E-02  1.34503E-01  5.12376E+02  2.51965E-01  2.36035E-01 -1.84966E-01  1.59298E-02  1.33697E-01  5.12394E+02  2.71862E-01  2.57314E-01 -1.85442E-01  1.45482E-02  1.32944E-01  5.12411E+02  2.90462E-01  2.77254E-01 -1.85883E-01  1.32086E-02  1.32249E-01  5.12430E+02  3.09978E-01  2.97333E-01 -1.86335E-01  1.26452E-02  1.31517E-01  5.07035E+02  2.25394E-01  2.08418E-01 -1.62052E-01  1.69756E-02  1.69431E-01
  1.00000E+01 4.97622E+02  3.03152E-01  1.62832E-01 -2.01871E-01  1.40320E-01  1.90769E-01  4.97580E+02  2.40292E-01  1.69005E-01 -2.01383E-01  7.12864E-02  1.92494E-01  4.97565E+02  2.20582E-01  1.95038E-01 -2.01593E-01  2.55437E-02  1.92728E-01  4.97593E+02  2.68399E-01  2.29778E-01 -2.02520E-01  3.86204E-02  1.91007E-01  4.97606E+02  2.93965E-01  2.58461E-01 -2.03153E-01  3.55031E-02  1.89987E-01  4.97619E+02  3.18271E-01  2.86429E-01 -2.03757E-01  3.18421E-02  1.89025E-01  4.97631E+02  3.41485E-01  3.12353E-01 -2.04315E-01  2.91320E-02  1.88126E-01  4.97642E+02  3.63153E-01  3.36660E-01 -2.04831E-01  2.64931E-02  1.87297E-01  4.97654E+02  3.86557E-01  3.61148E-01 -2.05360E-01  2.54083E-02  1.86426E-01  4.93036E+02  2.83086E-01  2.54804E-01 -1.79180E-01  2.82812E-02  2.18689E-01
  1.16667E+01 4.82863E+02  3.97929E-01  1.91572E-01 -2.18963E-01  2.06357E-01  2.31344E-01  4.82844E+02  3.03540E-01  1.98907E-01 -2.18473E-01  1.04633E-01  2.33210E-01  4.82837E+02  2.67115E-01  2.29652E-01 -2.18751E-01  3.74635E-02  2.33404E-01  4.82849E+02  3.27340E-01  2.70636E-01 -2.19790E-01  5.67036E-02  2.31443E-01  4.82856E+02  3.56662E-01  3.04509E-01 -2.20509E-01  5.21523E-02  2.30264E-01  4.82862E+02  3.84352E-01  3.37556E-01 -2.21196E-01  4.67957E-02  2.29150E-01  4.82867E+02  4.11034E-01  3.68202E-01 -2.21830E-01  4.28318E-02  2.28111E-01  4.82872E+02  4.35918E-01  3.96950E-01 -2.22417E-01  3.89677E-02  2.27152E-01  4.82878E+02  4.63310E-01  4.25921E-01 -2.23017E-01  3.73892E-02  2.26148E-01  4.79036E+02  3.42882E-01  3.06315E-01 -1.96458E-01  3.65675E-02  2.48672E-01
  1.33333E+01 4.68104E+02  4.60078E-01  2.24546E-01 -2.37059E-01  2.35532E-01  2.47157E-01  4.68107E+02  3.52687E-01  2.33212E-01 -2.36564E-01  1.19475E-01  2.49203E-01  4.68108E+02  3.12121E-01  2.69353E-01 -2.36906E-01  4.27684E-02  2.49382E-01  4.68106E+02  3.82164E-01  3.17487E-01 -2.38055E-01  6.46773E-02  2.47181E-01  4.68105E+02  4.16749E-01  3.57299E-01 -2.38859E-01  5.94502E-02  2.45848E-01  4.68105E+02  4.49469E-01  3.96156E-01 -2.39627E-01  5.33131E-02  2.44588E-01  4.68104E+02  4.80972E-01  4.32201E-01 -2.40337E-01  4.87708E-02  2.43413E-01  4.68103E+02  5.10373E-01  4.66025E-01 -2.40994E-01  4.43486E-02  2.42328E-01  4.68102E+02  5.42649E-01  5.00119E-01 -2.41663E-01  4.25299E-02  2.41194E-01  4.65036E+02  4.04493E-01  3.65555E-01 -2.14616E-01  3.89378E-02  2.56605E-01
  1.50000E+01 4.53345E+02  4.80975E-01  2.62189E-01 -2.56160E-01  2.18787E-01  2.38210E-01  4.53371E+02  3.83622E-01  2.72372E-01 -2.55654E-01  1.11250E-01  2.40471E-01  4.53380E+02  3.54493E-01  3.14663E-01 -2.56057E-01  3.98303E-02  2.40664E-01  4.53363E+02  4.31013E-01  3.70941E-01 -2.57316E-01  6.00727E-02  2.38220E-01  4.53355E+02  4.72641E-01  4.17515E-01 -2.58204E-01  5.51259E-02  2.36738E-01  4.53347E+02  5.12341E-01  4.62985E-01 -2.59052E-01  4.93566E-02  2.35337E-01  4.53340E+02  5.50257E-01  5.05173E-01 -2.59835E-01  4.50836E-02  2.34031E-01  4.53334E+02  5.85709E-01  5.44770E-01 -2.60560E-01  4.09385E-02  2.32825E-01  4.53326E+02  6.23891E-01  5.84690E-01 -2.61298E-01  3.92018E-02  2.31565E-01  4.51037E+02  4.68058E-01  4.33287E-01 -2.33655E-01  3.47715E-02  2.42488E-01
  1.66667E+01 4.38586E+02  4.78133E-01  3.09049E-01 -2.78111E-01  1.69084E-01  2.09411E-01  4.38635E+02  4.07475E-01  3.21084E-01 -2.77576E-01  8.63902E-02  2.11907E-01  4.38652E+02  4.01927E-01  3.70983E-01 -2.78030E-01  3.09439E-02  2.12125E-01  4.38620E+02  4.83793E-01  4.37360E-01 -2.79405E-01  4.64325E-02  2.09436E-01  4.38605E+02  5.34783E-01  4.92308E-01 -2.80378E-01  4.24753E-02  2.07806E-01  4.38590E+02  5.83874E-01  5.45959E-01 -2.81309E-01  3.79158E-02  2.06266E-01  4.38577E+02  6.30278E-01  5.95743E-01 -2.82167E-01  3.45350E-02  2.04830E-01  4.38564E+02  6.73751E-01  6.42475E-01 -2.82963E-01  3.12766E-02  2.03504E-01  4.38550E+02  7.19455E-01  6.89589E-01 -2.83772E-01  2.98658E-02  2.02119E-01  4.37037E+02  5.46676E-01  5.19927E-01 -2.55952E-01  2.67491E-02  2.12683E-01
  1.83333E+01 4.23827E+02  4.91119E-01  3.76825E-01 -3.07096E-01  1.14295E-01  1.72172E-01  4.23898E+02  4.50360E-01  3.91501E-01 -3.06506E-01  5.88591E-02  1.74912E-01  4.23923E+02  4.73414E-01  4.52315E-01 -3.06997E-01  2.10992E-02  1.75161E-01  4.23877E+02  5.64590E-01  5.33191E-01 -3.08500E-01  3.13984E-02  1.72224E-01  4.23854E+02  6.28708E-01  6.00132E-01 -3.09563E-01  2.85758E-02  1.70447E-01  4.23833E+02  6.90867E-01  6.65484E-01 -3.10579E-01  2.53830E-02  1.68768E-01  4.23813E+02  7.49130E-01  7.26118E-01 -3.11517E-01  2.30120E-02  1.67202E-01  4.23795E+02  8.03778E-01  7.83028E-01 -3.12385E-01  2.07497E-02  1.65756E-01  4.23774E+02  8.60120E-01  8.40398E-01 -3.13268E-01  1.97217E-02  1.64245E-01  4.23038E+02  6.61400E-01  6.43140E-01 -2.84668E-01  1.82595E-02  1.75721E-01
  2.00000E+01 4.09068E+02  5.32987E-01  4.70844E-01 -3.43275E-01  6.21433E-02  1.26954E-01  4.09162E+02  5.21645E-01  4.89156E-01 -3.42607E-01  3.24897E-02  1.29953E-01  4.09195E+02  5.76700E-01  5.65035E-01 -3.43125E-01  1.16652E-02  1.30241E-01  4.09134E+02  6.83001E-01  6.65913E-01 -3.44765E-01  1.70882E-02  1.27054E-01  4.09104E+02  7.64777E-01  7.49376E-01 -3.45920E-01  1.54008E-02  1.25130E-01  4.09076E+02  8.44382E-01  8.30830E-01 -3.47024E-01  1.35512E-02  1.23312E-01  4.09049E+02  9.18557E-01  9.06382E-01 -3.48043E-01  1.21747E-02  1.21617E-01  4.09025E+02  9.88157E-01  9.77273E-01 -3.48987E-01  1.08845E-02  1.20052E-01  4.08999E+02  1.05897E+00  1.04872E+00 -3.49948E-01  1.02511E-02  1.18415E-01  4.09038E+02  8.22032E-01  8.11784E-01 -3.19821E-01  1.02482E-02  1.31645E-01
  2.16667E+01 4.06375E+02  5.44643E-01  4.86347E-01 -3.48881E-01  5.82958E-02  1.22961E-01  4.06375E+02  5.35849E-01  5.05798E-01 -3.48386E-01  3.00512E-02  1.24981E-01  4.06375E+02  5.94386E-01  5.83613E-01 -3.48720E-01  1.07728E-02  1.25161E-01  4.06375E+02  7.01735E-01  6.85722E-01 -3.49855E-01  1.60128E-02  1.22991E-01  4.06375E+02  7.84565E-01  7.70002E-01 -3.50649E-01  1.45626E-02  1.21677E-01  4.06375E+02  8.64873E-01  8.51946E-01 -3.51406E-01  1.29263E-02  1.20436E-01  4.06375E+02  9.39379E-01  9.27668E-01 -3.52106E-01  1.17110E-02  1.19278E-01  4.06375E+02  1.00904E+00  9.98486E-01 -3.52754E-01  1.05530E-02  1.18209E-01  4.06375E+02  1.07962E+00  1.06960E+00 -3.53415E-01  1.00234E-02  1.17092E-01  4.06375E+02  8.41326E-01  8.31391E-01 -3.23660E-01  9.93512E-03  1.29618E-01
  2.33333E+01 3.98750E+02  5.85363E-01  5.49646E-01 -3.70890E-01  3.57173E-02  9.62472E-02  3.98750E+02  5.90302E-01  5.71725E-01 -3.70396E-01  1.85777E-02  9.82675E-02  3.98750E+02  6.66272E-01  6.59607E-01 -3.70729E-01  6.66498E-03  9.84472E-02  3.98750E+02  7.84526E-01  7.74713E-01 -3.71865E-01  9.81226E-03  9.62774E-02  3.98750E+02  8.78569E-01  8.69699E-01 -3.72658E-01  8.87022E-03  9.49636E-02  3.98750E+02  9.69836E-01  9.62008E-01 -3.73416E-01  7.82794E-03  9.37219E-02  3.98750E+02  1.05432E+00  1.04727E+00 -3.74116E-01  7.05275E-03  9.25641E-02  3.98750E+02  1.13329E+00  1.12697E+00 -3.74764E-01  6.32223E-03  9.14953E-02  3.98750E+02  1.21294E+00  1.20697E+00 -3.75424E-01  5.97154E-03  9.03779E-02  3.98750E+02  9.54570E-01  9.48308E-01 -3.45670E-01  6.26194E-03  1.02904E-01
  2.50000E+01 3.91125E+02  6.41202E-01  6.23360E-01 -3.94979E-01  1.78419E-02  6.80251E-02  3.91125E+02  6.57945E-01  6.48506E-01 -3.94484E-01  9.43915E-03  7.00455E-02  3.91125E+02  7.51500E-01  7.48109E-01 -3.94818E-01  3.39139E-03  7.02252E-02  3.91125E+02  8.83234E-01  8.78332E-01 -3.95953E-01  4.90281E-03  6.80553E-02  3.91125E+02  9.90147E-01  9.85766E-01 -3.96746E-01  4.38140E-03  6.67415E-02  3.91125E+02  1.09395E+00  1.09013E+00 -3.97504E-01  3.82337E-03  6.54999E-02  3.91125E+02  1.18988E+00  1.18647E+00 -3.98204E-01  3.40772E-03  6.43421E-02  3.91125E+02  1.27952E+00  1.27650E+00 -3.98852E-01  3.02352E-03  6.32733E-02  3.91125E+02  1.36965E+00  1.36683E+00 -3.99513E-01  2.82440E-03  6.21559E-02  3.91125E+02  1.08838E+00  1.08508E+00 -3.69758E-01  3.29820E-03  7.46822E-02
  2.66667E+01 3.83500E+02  7.14722E-01  7.08966E-01 -4.21227E-01  5.75683E-03  3.86403E-02  3.83500E+02  7.40860E-01  7.37680E-01 -4.20733E-01  3.18069E-03  4.06607E-02  3.83500E+02  8.52036E-01  8.50889E-01 -4.21067E-01  1.14702E-03  4.08403E-02  3.83500E+02  1.00023E+00  9.98646E-01 -4.22202E-01  1.58300E-03  3.86705E-02  3.83500E+02  1.12189E+00  1.12052E+00 -4.22995E-01  1.37264E-03  3.73567E-02  3.83500E+02  1.24001E+00  1.23885E+00 -4.23753E-01  1.16236E-03  3.61151E-02  3.83500E+02  1.34905E+00  1.34804E+00 -4.24453E-01  1.00588E-03  3.49572E-02  3.83500E+02  1.45091E+00  1.45005E+00 -4.25101E-01  8.67312E-04  3.38884E-02  3.83500E+02  1.55312E+00  1.55233E+00 -4.25761E-01  7.85130E-04  3.27710E-02  3.83500E+02  1.24582E+00  1.24461E+00 -3.96007E-01  1.21336E-03  4.52974E-02
  2.83333E+01 3.75875E+02  8.08074E-01  8.07822E-01 -4.49637E-01  2.52513E-04  8.09265E-03  3.75875E+02  8.40861E-01  8.40664E-01 -4.49142E-01  1.96758E-04  1.01130E-02  3.75875E+02  9.69654E-01  9.69581E-01 -4.49476E-01  7.28534E-05  1.02927E-02  3.75875E+02  1.13763E+00  1.13756E+00 -4.50611E-01  6.98450E-05  8.12282E-03  3.75875E+02  1.27613E+00  1.27608E+00 -4.51405E-01  4.56030E-05  6.80905E-03  3.75875E+02  1.41056E+00  1.41053E+00 -4.52162E-01  2.76229E-05  5.56740E-03  3.75875E+02  1.53455E+00  1.53454E+00 -4.52862E-01  1.60054E-05  4.40958E-03  3.75875E+02  1.65034E+00  1.65033E+00 -4.53510E-01  8.42875E-06  3.34076E-03  3.75875E+02  1.76641E+00  1.76641E+00 -4.54171E-01  3.61398E-06  2.22337E-03  3.75875E+02  1.42972E+00  1.42959E+00 -4.24416E-01  1.28650E-04  1.47497E-02
  3.00000E+01 3.68250E+02  9.23550E-01  9.21400E-01 -4.80207E-01  2.15071E-03 -2.36178E-02  3.68250E+02  9.59892E-01  9.58995E-01 -4.79712E-01  8.97383E-04 -2.15975E-02  3.68250E+02  1.10627E+00  1.10595E+00 -4.80046E-01  3.15458E-04 -2.14178E-02  3.68250E+02  1.29773E+00  1.29714E+00 -4.81181E-01  5.88966E-04 -2.35876E-02  3.68250E+02  1.45538E+00  1.45477E+00 -4.81974E-01  6.09914E-04 -2.49014E-02  3.68250E+02  1.60831E+00  1.60770E+00 -4.82732E-01  6.09085E-04 -2.61431E-02  3.68250E+02  1.74932E+00  1.74870E+00 -4.83432E-01  6.13517E-04 -2.73009E-02  3.68250E+02  1.88093E+00  1.88032E+00 -4.84080E-01  6.07830E-04 -2.83697E-02  3.68250E+02  2.01283E+00  2.01220E+00 -4.84741E-01  6.35661E-04 -2.94871E-02  3.68250E+02  1.64311E+00  1.64294E+00 -4.54986E-01  1.70111E-04 -1.69608E-02
  3.16667E+01 3.60625E+02  1.06359E+00  1.05128E+00 -5.12937E-01  1.23045E-02 -5.64911E-02  3.60625E+02  1.10003E+00  1.09432E+00 -5.12442E-01  5.70820E-03 -5.44707E-02  3.60625E+02  1.26393E+00  1.26191E+00 -5.12776E-01  2.02698E-03 -5.42911E-02  3.60625E+02  1.48299E+00  1.47961E+00 -5.13911E-01  3.37456E-03 -5.64609E-02  3.60625E+02  1.66235E+00  1.65907E+00 -5.14705E-01  3.28319E-03 -5.77747E-02  3.60625E+02  1.83621E+00  1.83310E+00 -5.15462E-01  3.10391E-03 -5.90163E-02  3.60625E+02  1.99649E+00  1.99351E+00 -5.16162E-01  2.98053E-03 -6.01742E-02  3.60625E+02  2.14602E+00  2.14319E+00 -5.16810E-01  2.83260E-03 -6.12430E-02  3.60625E+02  2.29595E+00  2.29311E+00 -5.17471E-01  2.84302E-03 -6.23604E-02  3.60625E+02  1.88929E+00  1.88782E+00 -4.87716E-01  1.46857E-03 -4.98340E-02
  3.33333E+01 3.53000E+02  1.23077E+00  1.19917E+00 -5.47828E-01  3.15981E-02 -9.05272E-02  3.53000E+02  1.26348E+00  1.24841E+00 -5.47333E-01  1.50704E-02 -8.85068E-02  3.53000E+02  1.44484E+00  1.43948E+00 -5.47667E-01  5.36514E-03 -8.83272E-02  3.53000E+02  1.69601E+00  1.68734E+00 -5.48802E-01  8.66941E-03 -9.04970E-02  3.53000E+02  1.89991E+00  1.89162E+00 -5.49596E-01  8.29102E-03 -9.18108E-02  3.53000E+02  2.09738E+00  2.08966E+00 -5.50353E-01  7.71650E-03 -9.30524E-02  3.53000E+02  2.27943E+00  2.27212E+00 -5.51053E-01  7.30583E-03 -9.42103E-02  3.53000E+02  2.44919E+00  2.44234E+00 -5.51701E-01  6.85595E-03 -9.52791E-02  3.53000E+02  2.61955E+00  2.61276E+00 -5.52362E-01  6.79335E-03 -9.63965E-02  3.53000E+02  2.17175E+00  2.16759E+00 -5.22607E-01  4.15965E-03 -8.38701E-02
  3.50000E+01 3.35291E+02  1.72631E+00  1.61195E+00 -6.35155E-01  1.14364E-01 -1.72224E-01  3.35291E+02  1.73430E+00  1.67857E+00 -6.34660E-01  5.57324E-02 -1.70203E-01  3.35291E+02  1.95501E+00  1.93513E+00 -6.34994E-01  1.98797E-02 -1.70023E-01  3.35291E+02  2.29844E+00  2.26706E+00 -6.36129E-01  3.13873E-02 -1.72193E-01  3.35291E+02  2.57012E+00  2.54051E+00 -6.36923E-01  2.96111E-02 -1.73507E-01  3.35291E+02  2.83265E+00  2.80543E+00 -6.37681E-01  2.72141E-02 -1.74749E-01  3.35291E+02  3.07480E+00  3.04933E+00 -6.38381E-01  2.54705E-02 -1.75907E-01  3.35291E+02  3.30037E+00  3.27671E+00 -6.39028E-01  2.36537E-02 -1.76975E-01  3.35291E+02  3.52740E+00  3.50421E+00 -6.39689E-01  2.31875E-02 -1.78093E-01  3.35291E+02  2.96873E+00  2.95252E+00 -6.09935E-01  1.62102E-02 -1.65566E-01
  3.66667E+01 3.20308E+02  2.26072E+00  2.03464E+00 -7.13589E-01  2.26073E-01 -2.42144E-01  3.20308E+02  2.23002E+00  2.11909E+00 -7.13094E-01  1.10928E-01 -2.40123E-01  3.20308E+02  2.48230E+00  2.44271E+00 -7.13428E-01  3.95923E-02 -2.39944E-01  3.20308E+02  2.92262E+00  2.86057E+00 -7.14563E-01  6.20524E-02 -2.42113E-01  3.20308E+02  3.26303E+00  3.20474E+00 -7.15357E-01  5.82852E-02 -2.43427E-01  3.20308E+02  3.59135E+00  3.53800E+00 -7.16114E-01  5.33485E-02 -2.44669E-01  3.20308E+02  3.89441E+00  3.84467E+00 -7.16814E-01  4.97429E-02 -2.45827E-01  3.20308E+02  4.17647E+00  4.13044E+00 -7.17462E-01  4.60361E-02 -2.46895E-01  3.20308E+02  4.46118E+00  4.41621E+00 -7.18123E-01  4.49687E-02 -2.48013E-01  3.20308E+02  3.79349E+00  3.76070E+00 -6.88368E-01  3.27925E-02 -2.35487E-01
